AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
eu-west-3a,c5d.4xlarge,Linux/UNIX,0.242400,2020-06-09T04:05:39+00:00
eu-west-3a,t3.large,Red Hat Enterprise Linux,0.088300,2020-06-09T04:05:19+00:00
eu-west-3a,t3.large,SUSE Linux,0.091300,2020-06-09T04:05:19+00:00
eu-west-3a,t3.large,Linux/UNIX,0.028300,2020-06-09T04:05:19+00:00
eu-west-3a,c5d.4xlarge,Windows,0.978400,2020-06-09T04:04:54+00:00
eu-west-3a,c5.2xlarge,Red Hat Enterprise Linux,0.256900,2020-06-09T02:52:20+00:00
eu-west-3a,c5.2xlarge,SUSE Linux,0.226900,2020-06-09T02:52:20+00:00
eu-west-3a,c5.2xlarge,Linux/UNIX,0.126900,2020-06-09T02:52:20+00:00
eu-west-3a,c5d.xlarge,Red Hat Enterprise Linux,0.134200,2020-06-09T02:44:24+00:00
eu-west-3a,c5d.xlarge,SUSE Linux,0.174200,2020-06-09T02:44:24+00:00
eu-west-3a,c5d.xlarge,Linux/UNIX,0.074200,2020-06-09T02:44:24+00:00
eu-west-3a,c5.metal,Windows,5.870400,2020-06-09T02:06:56+00:00
eu-west-3a,c5.metal,Red Hat Enterprise Linux,1.584400,2020-06-09T02:04:10+00:00
eu-west-3a,c5.metal,SUSE Linux,1.554400,2020-06-09T02:04:10+00:00
eu-west-3a,c5.metal,Linux/UNIX,1.454400,2020-06-09T02:04:10+00:00
eu-west-3a,t3a.small,Windows,0.024800,2020-06-09T01:04:38+00:00
eu-west-3a,c5.2xlarge,Windows,0.489200,2020-06-08T22:21:07+00:00
eu-west-3a,c5.2xlarge,Red Hat Enterprise Linux,0.256800,2020-06-08T22:04:38+00:00
eu-west-3a,c5.2xlarge,SUSE Linux,0.226800,2020-06-08T22:04:38+00:00
eu-west-3a,c5.2xlarge,Linux/UNIX,0.126800,2020-06-08T22:04:38+00:00
eu-west-3a,c5.18xlarge,Red Hat Enterprise Linux,1.220800,2020-06-08T21:49:41+00:00
eu-west-3a,c5.18xlarge,SUSE Linux,1.190800,2020-06-08T21:49:41+00:00
eu-west-3a,c5.18xlarge,Linux/UNIX,1.090800,2020-06-08T21:49:41+00:00
eu-west-3a,c5.18xlarge,Windows,4.402800,2020-06-08T21:49:08+00:00
eu-west-3a,c5d.xlarge,Red Hat Enterprise Linux,0.134100,2020-06-08T21:47:27+00:00
eu-west-3a,c5d.xlarge,SUSE Linux,0.174100,2020-06-08T21:47:27+00:00
eu-west-3a,c5d.xlarge,Linux/UNIX,0.074100,2020-06-08T21:47:27+00:00
eu-west-3a,c5d.18xlarge,Windows,4.402800,2020-06-08T21:35:38+00:00
eu-west-3a,c5d.18xlarge,Red Hat Enterprise Linux,1.220800,2020-06-08T21:35:23+00:00
eu-west-3a,c5d.18xlarge,SUSE Linux,1.190800,2020-06-08T21:35:23+00:00
eu-west-3a,c5d.18xlarge,Linux/UNIX,1.090800,2020-06-08T21:35:23+00:00
eu-west-3a,m5d.24xlarge,Windows,5.943100,2020-06-08T21:23:48+00:00
eu-west-3a,m5d.24xlarge,Red Hat Enterprise Linux,1.657100,2020-06-08T21:23:16+00:00
eu-west-3a,m5d.24xlarge,SUSE Linux,1.627100,2020-06-08T21:23:16+00:00
eu-west-3a,m5d.24xlarge,Linux/UNIX,1.527100,2020-06-08T21:23:16+00:00
eu-west-3a,c5.2xlarge,Red Hat Enterprise Linux,0.256800,2020-06-08T21:07:04+00:00
eu-west-3a,c5.2xlarge,SUSE Linux,0.226800,2020-06-08T21:07:04+00:00
eu-west-3a,c5.2xlarge,Linux/UNIX,0.126800,2020-06-08T21:07:04+00:00
eu-west-3a,t3a.medium,Windows,0.031200,2020-06-08T18:05:26+00:00
eu-west-3a,t3a.medium,Red Hat Enterprise Linux,0.072800,2020-06-08T18:05:01+00:00
eu-west-3a,t3a.medium,SUSE Linux,0.075800,2020-06-08T18:05:01+00:00
eu-west-3a,t3a.medium,Linux/UNIX,0.012800,2020-06-08T18:05:01+00:00
eu-west-3a,m5d.16xlarge,Red Hat Enterprise Linux,1.148100,2020-06-08T18:04:40+00:00
eu-west-3a,m5d.16xlarge,SUSE Linux,1.118100,2020-06-08T18:04:40+00:00
eu-west-3a,m5d.16xlarge,Linux/UNIX,1.018100,2020-06-08T18:04:40+00:00
eu-west-3a,m5d.16xlarge,Windows,3.962100,2020-06-08T18:04:39+00:00
eu-west-3a,t3a.nano,Red Hat Enterprise Linux,0.061700,2020-06-08T18:04:38+00:00
eu-west-3a,t3a.nano,SUSE Linux,0.001700,2020-06-08T18:04:38+00:00
eu-west-3a,t3a.nano,Linux/UNIX,0.001700,2020-06-08T18:04:38+00:00
eu-west-3a,t3a.nano,Windows,0.006200,2020-06-08T18:04:38+00:00
eu-west-3a,m5d.large,Red Hat Enterprise Linux,0.091800,2020-06-08T17:10:59+00:00
eu-west-3a,m5d.large,SUSE Linux,0.131800,2020-06-08T17:10:59+00:00
eu-west-3a,m5d.large,Linux/UNIX,0.031800,2020-06-08T17:10:59+00:00
eu-west-3a,m5d.large,Windows,0.123800,2020-06-08T17:10:35+00:00
eu-west-3a,c5.2xlarge,Red Hat Enterprise Linux,0.256700,2020-06-08T15:18:56+00:00
eu-west-3a,c5.2xlarge,SUSE Linux,0.226700,2020-06-08T15:18:56+00:00
eu-west-3a,c5.2xlarge,Linux/UNIX,0.126700,2020-06-08T15:18:56+00:00
eu-west-3a,c5d.xlarge,Red Hat Enterprise Linux,0.133800,2020-06-08T14:37:53+00:00
eu-west-3a,c5d.xlarge,SUSE Linux,0.173800,2020-06-08T14:37:53+00:00
eu-west-3a,c5d.xlarge,Linux/UNIX,0.073800,2020-06-08T14:37:53+00:00
eu-west-3a,m5d.8xlarge,Windows,1.981000,2020-06-08T14:05:19+00:00
eu-west-3a,m5d.8xlarge,Red Hat Enterprise Linux,0.639000,2020-06-08T14:04:40+00:00
eu-west-3a,m5d.8xlarge,SUSE Linux,0.609000,2020-06-08T14:04:40+00:00
eu-west-3a,m5d.8xlarge,Linux/UNIX,0.509000,2020-06-08T14:04:40+00:00
eu-west-3a,t3a.nano,Red Hat Enterprise Linux,0.061700,2020-06-08T13:58:58+00:00
eu-west-3a,t3a.nano,SUSE Linux,0.001700,2020-06-08T13:58:58+00:00
eu-west-3a,t3a.nano,Linux/UNIX,0.001700,2020-06-08T13:58:58+00:00
eu-west-3a,c5d.xlarge,Windows,0.244600,2020-06-08T13:05:00+00:00
eu-west-3a,m5d.2xlarge,Red Hat Enterprise Linux,0.257300,2020-06-08T13:04:53+00:00
eu-west-3a,m5d.2xlarge,SUSE Linux,0.227300,2020-06-08T13:04:53+00:00
eu-west-3a,m5d.2xlarge,Linux/UNIX,0.127300,2020-06-08T13:04:53+00:00
eu-west-3a,m5d.2xlarge,Windows,0.495300,2020-06-08T13:04:53+00:00
eu-west-3a,c5.2xlarge,Red Hat Enterprise Linux,0.256600,2020-06-08T10:17:56+00:00
eu-west-3a,c5.2xlarge,SUSE Linux,0.226600,2020-06-08T10:17:56+00:00
eu-west-3a,c5.2xlarge,Linux/UNIX,0.126600,2020-06-08T10:17:56+00:00
eu-west-3a,t3a.small,Red Hat Enterprise Linux,0.066600,2020-06-08T08:37:30+00:00
eu-west-3a,t3a.small,SUSE Linux,0.037600,2020-06-08T08:37:30+00:00
eu-west-3a,t3a.small,Linux/UNIX,0.006600,2020-06-08T08:37:30+00:00
eu-west-3a,t2.large,Windows,0.059700,2020-06-08T06:04:38+00:00
eu-west-3a,t2.large,Red Hat Enterprise Linux,0.091700,2020-06-08T06:04:38+00:00
eu-west-3a,t2.large,SUSE Linux,0.131700,2020-06-08T06:04:38+00:00
